station,channel,Unnamed: 0,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts,y,x,pp_distance,ps_distance
ZEFT,EN,0,32.968786,35.493747,803.0,0.0,200.0,15.7251687643,,,2018-07-13T06:06:48.160000Z,2018-07-13T06:06:48.046657Z,2018-07-13T06:06:50.329354Z,38.9382952184,5.0,14.0238820903,12.7636101549
MNHM,EN,1,32.663572,35.552345,-132.0,0.0,200.0,20.4333936058,,,2018-07-13T06:06:50.850000Z,2018-07-13T06:06:50.087250Z,2018-07-13T06:06:54.445127Z,5.0015138818,10.4853604429,25.8739834045,25.4861557348
RMOT,EN,2,32.851506,35.664467,12.0,0.0,200.0,8.14200727562,,,2018-07-13T06:06:47.385000Z,2018-07-13T06:06:47.251171Z,2018-07-13T06:06:49.326351Z,25.9101807788,20.9474352175,10.8714204883,11.3367265263
SPR,EN,3,32.864735,35.538822,-177.0,0.0,200.0,4.16814973784,,,2018-07-13T06:06:46.635000Z,2018-07-13T06:06:46.628617Z,2018-07-13T06:06:48.150416Z,27.3692313094,9.20995740835,8.68901799384,7.19980999443
MGDL,EN,4,32.840339,35.507188,-83.0,5.0,200.0,6.60408875035,,,2018-07-13T06:06:47.385000Z,2018-07-13T06:06:47.389517Z,2018-07-13T06:06:49.706800Z,24.6557003681,6.25571987595,11.3310289758,9.82075379012
SHGL,EN,5,32.685752,35.604253,-166.0,4.0,200.0,18.0047652391,,,2018-07-13T06:06:51.675000Z,2018-07-13T06:06:49.926240Z,2018-07-13T06:06:54.893366Z,7.47169054085,15.3419006931,23.4140356012,23.2837242592
GLHS,EN,7,32.713434,35.649608,356.0,2.0,200.0,16.2181293084,,,2018-07-13T06:06:49.775000Z,2018-07-13T06:06:49.568455Z,2018-07-13T06:06:53.684228Z,10.55511825,19.5820044023,21.1394172645,21.3068489367
HDNS,EN,8,32.927987,35.641179,0.0,0.0,200.0,10.8719365604,,,2018-07-13T06:06:47.165000Z,2018-07-13T06:06:47.112826Z,2018-07-13T06:06:48.980488Z,34.4112248334,18.7601802814,9.93624176848,10.1377492687
HULT,EN,9,33.050382,35.610995,117.0,0.0,200.0,22.9277657912,,,,2018-07-13T06:06:49.084246Z,2018-07-13T06:06:52.923329Z,48.0174247465,15.9279169941,19.7272744703,19.629888481
AMID,EN,10,32.927027,35.539343,274.0,6.0,200.0,9.67915029904,,,2018-07-13T06:06:46.930000Z,2018-07-13T06:06:46.905308Z,2018-07-13T06:06:48.461693Z,34.2958159394,9.25563076949,9.2081864113,7.88351067041
RSPN,EN,11,32.970412,35.54634,376.0,0.0,200.0,14.1256928347,,,2018-07-13T06:06:47.560000Z,2018-07-13T06:06:47.424103Z,2018-07-13T06:06:49.464696Z,39.1203171056,9.9062823729,12.0816011671,11.1983777391
ENGV,EN,13,32.781511,35.638451,-172.0,0.0,200.0,9.16456596245,,,2018-07-13T06:06:48.975000Z,2018-07-13T06:06:48.150416Z,2018-07-13T06:06:50.191009Z,18.1234660638,18.5278474286,14.4974197502,14.6017400937
KNHM,EN,14,32.88375,35.579223,-174.0,0.0,200.0,4.18859547602,,,2018-07-13T06:06:46.040000Z,2018-07-13T06:06:46.040650Z,2018-07-13T06:06:46.870722Z,29.4859300227,12.9816586221,7.19734219616,6.24087403143
TVR,EN,15,32.781325,35.539679,-127.0,0.0,200.0,8.02574668438,,,2018-07-13T06:06:45.300000Z,2018-07-13T06:06:48.754331Z,2018-07-13T06:06:50.564765Z,18.0944842073,9.29402476307,14.2504130768,13.4072100284
