station,channel,Unnamed: 0,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts,y,x,pp_distance,ps_distance
ZEFT,EN,0,32.968786,35.493747,803.0,0.0,200.0,14.6939115069,,,2018-07-06T05:38:58.835000Z,2018-07-06T05:38:58.009246Z,2018-07-06T05:38:59.980667Z,46.5179078625,5.0,14.6001768018,14.3459644406
MNHM,EN,1,32.663572,35.552345,-132.0,0.0,200.0,21.2828161526,,,2018-07-06T05:39:00.320000Z,2018-07-06T05:38:59.288941Z,2018-07-06T05:39:03.024263Z,12.581124653,10.4853617374,22.2522809446,25.4082098467
RMOT,EN,2,32.851506,35.664467,12.0,0.0,200.0,8.62085902359,,,2018-07-06T05:38:56.945000Z,2018-07-06T05:38:56.902484Z,2018-07-06T05:38:59.012250Z,33.4897775925,20.9474597363,10.5961268267,13.8198363923
SPR,EN,3,32.864735,35.538822,-177.0,0.0,200.0,3.33195896949,,,2018-07-06T05:38:55.935000Z,2018-07-06T05:38:55.830308Z,2018-07-06T05:38:57.282934Z,34.9488428503,9.20996426338,5.76146361512,9.41473214433
MGDL,EN,4,32.840339,35.507188,-83.0,5.0,200.0,6.27004169576,,,2018-07-06T05:38:56.540000Z,2018-07-06T05:38:56.522035Z,2018-07-06T05:38:58.493455Z,32.235312914,6.25572170853,7.65518932203,10.9519966897
SHGL,EN,5,32.685752,35.604253,-166.0,4.0,200.0,18.9727463628,,,2018-07-06T05:39:00.620000Z,2018-07-06T05:38:59.461872Z,2018-07-06T05:39:03.612231Z,15.0512965275,15.3419047238,20.1827087771,23.5688347999
GLHS,EN,7,32.713434,35.649608,356.0,2.0,200.0,17.2469988726,,,2018-07-06T05:38:58.860000Z,2018-07-06T05:38:58.804732Z,2018-07-06T05:39:02.367123Z,18.1347176585,19.5820128844,18.5226055079,21.9302206289
HDNS,EN,8,32.927987,35.641179,0.0,0.0,200.0,10.4251508494,,,2018-07-06T05:38:57.140000Z,2018-07-06T05:38:57.075416Z,2018-07-06T05:38:59.358113Z,41.9908256917,18.7602087186,11.684994051,13.2816580751
AMID,EN,10,32.927027,35.539343,274.0,6.0,200.0,8.65662001434,,,2018-07-06T05:38:56.820000Z,2018-07-06T05:38:56.764139Z,2018-07-06T05:38:58.459820Z,41.8754274563,9.25563953373,9.32039820324,10.4849146566
RSPN,EN,11,32.970412,35.54634,376.0,0.0,200.0,13.1419323174,,,2018-07-06T05:38:57.730000Z,2018-07-06T05:38:57.282934Z,2018-07-06T05:38:59.531045Z,46.6999282514,9.90629395051,13.4350551376,13.5503809863
CVYN,EN,12,32.595407,35.518607,323.0,2.0,200.0,29.2149476704,,,2018-07-06T05:39:01.165000Z,2018-07-06T05:39:00.464876Z,2018-07-06T05:39:05.721997Z,5.00027217763,7.32891868867,29.8861953482,32.6583481772
ENGV,EN,13,32.781511,35.638451,-172.0,0.0,200.0,10.1828414218,,,2018-07-06T05:38:57.890000Z,2018-07-06T05:38:57.525038Z,2018-07-06T05:39:00.015253Z,25.7030673168,18.5278616705,12.1095445102,15.982775968
KNHM,EN,14,32.88375,35.579223,-174.0,0.0,200.0,3.34559204425,,,2018-07-06T05:38:55.720000Z,2018-07-06T05:38:55.657377Z,2018-07-06T05:38:56.729552Z,37.0655387014,12.9816726702,6.06625467427,9.45494403787
TVR,EN,15,32.781325,35.539679,-127.0,0.0,200.0,8.65982939088,,,2018-07-06T05:38:59.270000Z,2018-07-06T05:38:56.210758Z,2018-07-06T05:38:59.012250Z,25.6740957037,9.29402927598,10.221280194,14.0832370374
