station,channel,Unnamed: 0,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts,y,x,pp_distance,ps_distance
ZEFT,EN,0,32.968786,35.493747,803.0,0.0,200.0,18.1636655253,,,2018-07-05T04:00:07.730000Z,2018-07-05T04:00:07.670074Z,2018-07-05T04:00:10.506153Z,46.5179078625,5.0,16.7977882055,17.1090079221
MNHM,EN,1,32.663572,35.552345,-132.0,0.0,200.0,18.0153483922,,,2018-07-05T04:00:08.495000Z,2018-07-05T04:00:08.500146Z,2018-07-05T04:00:12.200882Z,12.581124653,10.4853617374,22.4202822921,23.5373889634
RMOT,EN,2,32.851506,35.664467,12.0,0.0,200.0,8.23966175488,,,2018-07-05T04:00:06.310000Z,2018-07-05T04:00:06.354834Z,2018-07-05T04:00:08.484116Z,33.4897775925,20.9474597363,11.5676171629,13.5570205038
SPR,EN,3,32.864735,35.538822,-177.0,0.0,200.0,6.15168041925,,,2018-07-05T04:00:05.830000Z,2018-07-05T04:00:05.767826Z,2018-07-05T04:00:07.462556Z,34.9488428503,9.20996426338,8.98480076465,10.5619702408
MGDL,EN,4,32.840339,35.507188,-83.0,5.0,200.0,7.30627092929,,,2018-07-05T04:00:06.270000Z,2018-07-05T04:00:06.252035Z,2018-07-05T04:00:08.050523Z,32.235312914,6.25572170853,10.3304713391,11.608184958
SHGL,EN,5,32.685752,35.604253,-166.0,4.0,200.0,15.4534820225,,,2018-07-05T04:00:09.080000Z,2018-07-05T04:00:08.776836Z,2018-07-05T04:00:12.892609Z,15.0512965275,15.3419047238,20.246349484,21.6120378859
GLHS,EN,7,32.713434,35.649608,356.0,2.0,200.0,13.7462020155,,,2018-07-05T04:00:07.995000Z,2018-07-05T04:00:08.015937Z,2018-07-05T04:00:11.267052Z,18.1347176585,19.5820128844,18.4270725799,19.9701546925
HDNS,EN,8,32.927987,35.641179,0.0,0.0,200.0,12.8292001326,,,2018-07-05T04:00:06.850000Z,2018-07-05T04:00:06.840002Z,2018-07-05T04:00:09.226459Z,41.9908256917,18.7602087186,13.2855842766,14.6956629987
AMID,EN,10,32.927027,35.539343,274.0,6.0,200.0,12.2004488703,,,2018-07-05T04:00:06.550000Z,2018-07-05T04:00:06.597898Z,2018-07-05T04:00:08.638491Z,41.8754274563,9.25563953373,11.9666809249,12.9052081029
RSPN,EN,11,32.970412,35.54634,376.0,0.0,200.0,16.6810394957,,,2018-07-05T04:00:07.315000Z,2018-07-05T04:00:07.358797Z,2018-07-05T04:00:09.883599Z,46.6999282514,9.90629395051,15.5881474915,16.2145853767
CVYN,EN,12,32.595407,35.518607,323.0,2.0,200.0,26.06957364,,,2018-07-05T04:00:09.800000Z,2018-07-05T04:00:09.676081Z,2018-07-05T04:00:14.725684Z,5.00027217763,7.32891868867,29.8555815233,30.694959876
ENGV,EN,13,32.781511,35.638451,-172.0,0.0,200.0,6.99400727921,,,2018-07-05T04:00:06.890000Z,2018-07-05T04:00:06.805416Z,2018-07-05T04:00:09.018941Z,25.7030673168,18.5278616705,12.6850022094,14.6379900401
KNHM,EN,14,32.88375,35.579223,-174.0,0.0,200.0,6.70210185709,,,2018-07-05T04:00:05.710000Z,2018-07-05T04:00:05.767826Z,2018-07-05T04:00:07.185866Z,37.0655387014,12.9816726702,8.97981144132,10.7561441803
TVR,EN,15,32.781325,35.539679,-127.0,0.0,200.0,6.18725351841,,,2018-07-05T04:00:06.440000Z,2018-07-05T04:00:06.424966Z,2018-07-05T04:00:08.534732Z,25.6740957037,9.29402927598,11.6649703368,13.2125419782
