Unnamed: 0,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts,y,x,pp_distance,ps_distance,max_amplitude,pp_magnitude,ps_magnitude
0,32.968786,35.493747,803.0,0.0,200.0,14.8842739755,,,2018-07-10T19:25:25.295000Z,2018-07-10T19:25:24.791800Z,2018-07-10T19:25:27.800810Z,46.5179078625,5.0,18.746560984200002,17.7596142281,0.008932824193590008,5.157396888799287,5.139631847189486
1,32.663571999999995,35.552345,-132.0,0.0,200.0,21.976718438699997,,,2018-07-10T19:25:25.215000Z,2018-07-10T19:25:25.103077Z,2018-07-10T19:25:28.596296Z,12.581124653,10.4853617374,21.8687098792,21.843156078699998,0.0032896059897373807,4.779750665907903,4.779290697498904
2,32.851506,35.664467,12.0,0.0,200.0,7.435944494349999,,,2018-07-10T19:25:23.225000Z,2018-07-10T19:25:23.200829Z,2018-07-10T19:25:25.379768Z,33.4897775925,20.9474597363,13.3401895493,15.6022979518,0.032219141434275386,5.617207379515662,5.657925330760662
3,32.864734999999996,35.538821999999996,-177.0,0.0,200.0,4.39263213482,,,2018-07-10T19:25:22.835000Z,2018-07-10T19:25:22.751207Z,2018-07-10T19:25:24.203833Z,34.948842850300004,9.20996426338,11.056259983399999,10.630445256,0.04275413454793748,5.698960803675191,5.691296138581991
4,32.840339,35.507188,-83.0,5.0,200.0,7.602319615289999,,,2018-07-10T19:25:23.140000Z,2018-07-10T19:25:23.097070Z,2018-07-10T19:25:24.757214Z,32.235312914,6.25572170853,11.740932042,10.4791277295,0.00904498255113164,5.036714514481931,5.0140020368569305
5,32.685752,35.604253,-166.0,4.0,200.0,19.372419386199997,,,2018-07-10T19:25:25.460000Z,2018-07-10T19:25:25.241423Z,2018-07-10T19:25:28.838400Z,15.0512965275,15.3419047238,19.904643068,20.639482056600002,0.008500259784044563,5.1566857783393685,5.169912880134168
7,32.713434,35.649608,356.0,2.0,200.0,17.2893860101,,,2018-07-10T19:25:24.730000Z,2018-07-10T19:25:24.688041Z,2018-07-10T19:25:27.904569Z,18.134717658499998,19.5820128844,18.322597755,19.8115618209,0.002561455028330579,4.607263499262594,4.634064852448793
8,32.927987,35.641179,0.0,0.0,200.0,9.24918985002,,,2018-07-10T19:25:23.940000Z,2018-07-10T19:25:23.961729Z,2018-07-10T19:25:26.521116Z,41.9908256917,18.760208718599998,15.638960666800001,17.2083396146,0.0199567827015958,5.450561824894703,5.478810645955103
9,33.050382,35.610995,117.0,0.0,200.0,21.386830254,,,2018-07-10T19:25:26.225000Z,2018-07-10T19:25:25.898563Z,2018-07-10T19:25:30.221853Z,55.5970299572,15.927948833299999,25.9550517113,26.5930085632,0.004825921173921822,5.019741159050692,5.031224382384893
10,32.927027,35.539343,274.0,6.0,200.0,8.67692142,,,2018-07-10T19:25:23.745000Z,2018-07-10T19:25:23.719624Z,2018-07-10T19:25:25.967735Z,41.8754274563,9.255639533730001,14.268526389200002,13.951596179000001,0.0038883064493486406,4.715563965023936,4.709859221240335
11,32.970411999999996,35.54634,376.0,0.0,200.0,12.887190627999999,,,2018-07-10T19:25:24.370000Z,2018-07-10T19:25:24.307592Z,2018-07-10T19:25:27.143670Z,46.6999282514,9.906293950510001,17.8253298744,17.6901043461,0.003353732563610453,4.715354369820828,4.712920310311427
12,32.595407,35.518607,323.0,2.0,200.0,29.9957968216,,,2018-07-10T19:25:26.510000Z,2018-07-10T19:25:26.382771Z,2018-07-10T19:25:30.982752Z,5.00027217763,7.32891868867,28.990709325100003,28.6226209476,0.0014979335724444574,4.566295326699142,4.5596697359041425
13,32.781511,35.638451,-172.0,0.0,200.0,9.964929255980001,,,2018-07-10T19:25:23.560000Z,2018-07-10T19:25:23.477520Z,2018-07-10T19:25:26.209840Z,25.7030673168,18.5278616705,13.4541808849,15.201513972599999,0.006278839129989289,4.909024616414946,4.940476611993547
14,32.88375,35.579223,-174.0,0.0,200.0,2.7847041386299995,,,2018-07-10T19:25:22.720000Z,2018-07-10T19:25:22.716621Z,2018-07-10T19:25:24.238419Z,37.0655387014,12.9816726702,11.442392294000001,12.0706085759,0.04654463110166667,5.742802658197924,5.754110551272124
15,32.781325,35.539679,-127.0,0.0,200.0,9.66067397459,,,2018-07-10T19:25:23.205000Z,2018-07-10T19:25:23.131657Z,2018-07-10T19:25:25.137663Z,25.674095703699997,9.29402927598,12.2402656769,11.879588941199998,0.020941896780752756,5.4103108012129795,5.40381861997038
