Unnamed: 0,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts,y,x,pp_distance,ps_distance,max_amplitude,pp_magnitude,ps_magnitude
0,32.968786,35.493747,803.0,0.0,200.0,14.1430387172,,,2018-07-29T00:07:58.520000Z,2018-07-29T00:07:58.485994Z,2018-07-29T00:08:01.124919Z,46.5179078625,5.0,15.4744381505,14.1832168655,0.0003225843233466347,3.656153149170869,3.632911166040869
1,32.663571999999995,35.552345,-132.0,0.0,200.0,22.127521134699997,,,2018-07-29T00:08:00.030000Z,2018-07-29T00:08:00.031872Z,2018-07-29T00:08:04.182231Z,12.581124653,10.4853617374,24.1390602065,23.9428612932,0.00015365960375415778,3.4900327969805534,3.4865012165411535
2,32.851506,35.664467,12.0,0.0,200.0,8.39867651357,,,2018-07-29T00:07:57.660000Z,2018-07-29T00:07:57.645416Z,2018-07-29T00:07:59.962700Z,33.4897775925,20.9474597363,13.3806331376,12.070342670399999,0.0008983543746469789,4.063269087808186,4.039683859398585
3,32.864734999999996,35.538821999999996,-177.0,0.0,200.0,3.43042628626,,,2018-07-29T00:07:56.685000Z,2018-07-29T00:07:56.642413Z,2018-07-29T00:07:58.025865Z,34.948842850300004,9.20996426338,9.377447064010001,7.489388194019999,0.0009234750812900832,4.003189232580949,3.9692041729211294
4,32.840339,35.507188,-83.0,5.0,200.0,6.794105593029999,,,2018-07-29T00:07:57.315000Z,2018-07-29T00:07:57.334139Z,2018-07-29T00:07:59.407084Z,32.235312914,6.25572170853,10.6592640201,9.26373427685,0.00031551809988941655,3.5598610345620476,3.5347414991835473
7,32.713434,35.649608,356.0,2.0,200.0,17.8801494085,,,2018-07-29T00:07:59.600000Z,2018-07-29T00:07:59.582250Z,2018-07-29T00:08:03.282987Z,18.134717658499998,19.5820128844,20.6805096938,20.2898578568,0.0001889141058169113,3.517483565807824,3.510451832741824
8,32.927987,35.641179,0.0,0.0,200.0,9.602699659199999,,,2018-07-29T00:07:57.725000Z,2018-07-29T00:07:57.887520Z,2018-07-29T00:07:58.752178Z,41.9908256917,18.760208718599998,13.7527858053,12.158753965499999,4.7393851467409856e-05,2.79224215196164,2.7635495788452404
9,33.050382,35.610995,117.0,0.0,200.0,21.2504407671,,,2018-07-29T00:07:59.745000Z,2018-07-29T00:07:59.755182Z,2018-07-29T00:08:03.767195Z,55.5970299572,15.927948833299999,23.0114838348,21.8133761283,0.0002919578632464369,3.7484968898791635,3.7269309511621636
10,32.927027,35.539343,274.0,6.0,200.0,8.01230160355,,,2018-07-29T00:07:57.330000Z,2018-07-29T00:07:57.507070Z,2018-07-29T00:07:59.167214Z,41.8754274563,9.255639533730001,11.3232874173,9.546019791689998,7.946180891802443e-05,2.9729476252289095,2.9409568079679294
11,32.970411999999996,35.54634,376.0,0.0,200.0,12.3961671502,,,2018-07-29T00:07:58.055000Z,2018-07-29T00:07:57.922107Z,2018-07-29T00:08:00.031872Z,46.6999282514,9.906293950510001,14.6539152383,13.1525307456,0.0001368339012434419,3.2689341878439047,3.2419092669753047
12,32.595407,35.518607,323.0,2.0,200.0,30.074521737199998,,,2018-07-29T00:08:01.340000Z,2018-07-29T00:08:01.311566Z,2018-07-29T00:08:06.810791Z,5.00027217763,7.32891868867,31.381904864299997,31.39871369,9.951243759630376e-05,3.43172165647703,3.4320242153396303
13,32.781511,35.638451,-172.0,0.0,200.0,10.6823266686,,,2018-07-29T00:07:58.335000Z,2018-07-29T00:07:58.406315Z,2018-07-29T00:08:01.242394Z,25.7030673168,18.5278616705,14.954000436700001,14.077950895799999,9.951243759630376e-05,3.1360193767802302,3.1202504850440302
14,32.88375,35.579223,-174.0,0.0,200.0,2.48638571624,,,2018-07-29T00:07:56.405000Z,2018-07-29T00:07:56.469481Z,2018-07-29T00:07:57.403312Z,37.0655387014,12.9816726702,9.60096064796,7.549988195499999,9.951243759630376e-05,3.0396646605829103,3.0027471564386303
15,32.781325,35.539679,-127.0,0.0,200.0,9.531343244219999,,,2018-07-29T00:07:56.015000Z,2018-07-29T00:07:57.714589Z,2018-07-29T00:07:59.997286Z,25.674095703699997,9.29402927598,13.1197369832,12.2409933445,9.951243759630376e-05,3.1030026346172304,3.08718524912063
16,32.707982,35.546817,64.0,0.0,200.0,17.2915789724,,,2018-07-29T00:07:59.185000Z,2018-07-29T00:07:59.201800Z,2018-07-29T00:08:02.418329Z,17.519026227999998,9.965417361939998,19.5934682993,19.2463583943,3.181755698949502e-05,2.7243192643855614,2.718071286095561
