Unnamed: 0,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts,y,x,pp_distance,ps_distance,max_amplitude,pp_magnitude,ps_magnitude
0,32.968786,35.493747,803.0,0.0,200.0,13.774733299200001,,,2018-07-04T19:45:42.915000Z,2018-07-04T19:45:43.489423Z,2018-07-04T19:45:46.290662Z,46.5179078625,5.0,16.428796316,15.4526295439,5.14607925478664e-05,2.8761648085208593,2.858593806623059
1,32.663571999999995,35.552345,-132.0,0.0,200.0,22.4987861129,,,2018-07-04T19:45:43.420000Z,2018-07-04T19:45:43.821148Z,2018-07-04T19:45:47.930862Z,12.581124653,10.4853617374,20.5355515743,21.716912717899998,2.802147250070925e-05,2.686100885968992,2.707365386553792
2,32.851506,35.664467,12.0,0.0,200.0,8.54502303939,,,2018-07-04T19:45:41.620000Z,2018-07-04T19:45:41.664931Z,2018-07-04T19:45:43.729002Z,33.4897775925,20.9474597363,10.0850342625,11.357352443499998,0.00012610993493748942,3.1512499226901647,3.174151649948165
3,32.864734999999996,35.538821999999996,-177.0,0.0,200.0,3.32472345547,,,2018-07-04T19:45:40.885000Z,2018-07-04T19:45:41.075196Z,2018-07-04T19:45:42.770683Z,34.948842850300004,9.20996426338,6.5285112099300004,6.701936894580001,0.0002597476410163045,3.401034818173602,3.404156480497302
4,32.840339,35.507188,-83.0,5.0,200.0,6.85501100531,,,2018-07-04T19:45:41.245000Z,2018-07-04T19:45:41.406922Z,2018-07-04T19:45:42.368018Z,32.235312914,6.25572170853,7.8655170074,7.9896558278,5.312471199690618e-05,2.7358458991088863,2.7380803978760864
5,32.685752,35.604253,-166.0,4.0,200.0,20.1318071444,,,2018-07-04T19:45:43.590000Z,2018-07-04T19:45:43.931724Z,2018-07-04T19:45:48.852322Z,15.0512965275,15.3419047238,18.3516544333,19.7749275253,3.94027415828134e-05,2.7948262245616178,2.820445140217618
7,32.713434,35.649608,356.0,2.0,200.0,18.2659796286,,,2018-07-04T19:45:43.040000Z,2018-07-04T19:45:43.599998Z,2018-07-04T19:45:46.898826Z,18.134717658499998,19.5820128844,16.686082117999998,18.2618908611,1.244040395264497e-05,2.2641539650299602,2.2925185224057603
8,32.927987,35.641179,0.0,0.0,200.0,9.37130589399,,,2018-07-04T19:45:42.215000Z,2018-07-04T19:45:42.475816Z,2018-07-04T19:45:45.055905Z,41.9908256917,18.760208718599998,12.633314768599998,12.8655513129,2.7473361943784212e-05,2.5352814779093618,2.539461735706762
9,33.050382,35.610995,117.0,0.0,200.0,20.8881173559,,,2018-07-04T19:45:44.150000Z,2018-07-04T19:45:44.263449Z,2018-07-04T19:45:48.741747Z,55.5970299572,15.927948833299999,24.0018279837,23.4270473388,1.6428374914240704e-05,2.516597513432415,2.506251461824215
10,32.927027,35.539343,274.0,6.0,200.0,7.62950201244,,,2018-07-04T19:45:41.840000Z,2018-07-04T19:45:41.978227Z,2018-07-04T19:45:44.300307Z,41.8754274563,9.255639533730001,11.018674530899998,10.4346748523,2.469226608268449e-05,2.45986709414918,2.4493550999343805
11,32.970411999999996,35.54634,376.0,0.0,200.0,12.004741476,,,2018-07-04T19:45:42.490000Z,2018-07-04T19:45:43.065767Z,2018-07-04T19:45:45.264301Z,46.6999282514,9.906293950510001,15.223664680599999,14.5083444307,2.672464652748084e-05,2.5699079383262022,2.557032173828002
12,32.595407,35.518607,323.0,2.0,200.0,30.434618870599998,,,2018-07-04T19:45:44.705000Z,2018-07-04T19:45:45.774644Z,2018-07-04T19:45:50.437234Z,5.00027217763,7.32891868867,28.2158117625,29.2311360403,6.495023996358162e-06,2.189435376006891,2.207711213007291
13,32.781511,35.638451,-172.0,0.0,200.0,11.0499033391,,,2018-07-04T19:45:41.840000Z,2018-07-04T19:45:42.070373Z,2018-07-04T19:45:43.755324Z,25.7030673168,18.5278616705,10.5262997048,12.2308630302,3.145252063384174e-05,2.5560988549563985,2.5867809948135987
14,32.88375,35.579223,-174.0,0.0,200.0,2.12668154277,,,2018-07-04T19:45:40.900000Z,2018-07-04T19:45:41.075196Z,2018-07-04T19:45:42.365241Z,37.0655387014,12.9816726702,7.014032929410001,7.37579646231,0.0009046423043619605,3.951699490138542,3.958211233730742
15,32.781325,35.539679,-127.0,0.0,200.0,9.8600028165,,,2018-07-04T19:45:41.365000Z,2018-07-04T19:45:41.425351Z,2018-07-04T19:45:43.470993Z,25.674095703699997,9.29402927598,8.94938140378,10.0608121536,0.00010020449482146793,3.0309460724963473,3.050951825993107
