Unnamed: 0,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts,y,x,pp_distance,ps_distance,max_amplitude,pp_magnitude,ps_magnitude
0,32.968786,35.493747,803.0,0.0,200.0,13.279527879000002,,,2018-07-04T01:54:31.275000Z,2018-07-04T01:54:29.796966Z,2018-07-04T01:54:32.929932Z,38.9382952184,5.0,14.495390269000001,17.1661605111,0.00026004971950622466,3.544943418852167,3.593017283209967
1,32.663571999999995,35.552345,-132.0,0.0,200.0,23.1094941055,,,2018-07-04T01:54:32.795000Z,2018-07-04T01:54:30.755285Z,2018-07-04T01:54:34.441127Z,5.0015138818,10.4853604429,22.0609967399,22.955310032399996,4.6466264156395954e-05,2.933205702671871,2.949303341936871
2,32.851506,35.664467,12.0,0.0,200.0,8.652010239260001,,,2018-07-04T01:54:28.735000Z,2018-07-04T01:54:28.691214Z,2018-07-04T01:54:31.013294Z,25.9101807788,20.9474352175,9.87238199077,14.3343287019,0.0006364724773064703,3.8504525085643264,3.930767549364667
3,32.864734999999996,35.538821999999996,-177.0,0.0,200.0,3.4084574505000003,,,2018-07-04T01:54:27.840000Z,2018-07-04T01:54:27.769753Z,2018-07-04T01:54:29.686391Z,27.3692313094,9.20995740835,5.048005696730001,10.4325601381,0.0004219195587823391,3.585063765168157,3.681985745112817
4,32.840339,35.507188,-83.0,5.0,200.0,7.141431406869999,,,2018-07-04T01:54:28.335000Z,2018-07-04T01:54:28.267342Z,2018-07-04T01:54:30.165551Z,24.6557003681,6.255719875950001,7.27630058928,11.0520364079,9.623096951397463e-05,2.983258276217256,3.051221520952416
5,32.685752,35.604253,-166.0,4.0,200.0,20.734347051500002,,,2018-07-04T01:54:32.045000Z,2018-07-04T01:54:31.676746Z,2018-07-04T01:54:35.201363Z,7.47169054085,15.3419006931,19.8922133947,21.3037286026,0.0001440648440753462,3.3855878589621153,3.4109951327043153
7,32.713434,35.649608,356.0,2.0,200.0,18.8232993441,,,2018-07-04T01:54:31.355000Z,2018-07-04T01:54:30.718427Z,2018-07-04T01:54:33.925109Z,10.55511825,19.5820044023,18.1603393574,19.9694201617,2.892674110964307e-05,2.6571556215011594,2.689719075978559
8,32.927987,35.641179,0.0,0.0,200.0,8.90860557373,,,2018-07-04T01:54:29.175000Z,2018-07-04T01:54:29.059798Z,2018-07-04T01:54:31.658316Z,34.4112248334,18.7601802814,11.0955174574,15.591647939200001,0.00013815152523387239,3.209045002588291,3.2899753512606913
10,32.927027,35.539343,274.0,6.0,200.0,7.092483283710001,,,2018-07-04T01:54:28.815000Z,2018-07-04T01:54:28.709643Z,2018-07-04T01:54:30.736856Z,34.2958159394,9.255630769489999,8.946037991919999,13.1281756146,4.979140625504261e-05,2.7271530803865183,2.8024315575947583
11,32.970411999999996,35.54634,376.0,0.0,200.0,11.4141013058,,,2018-07-04T01:54:29.465000Z,2018-07-04T01:54:29.391524Z,2018-07-04T01:54:31.897896Z,39.1203171056,9.9062823729,13.170917064400001,16.6142289301,0.00011965342930967323,3.183971661656754,3.245951275239354
13,32.781511,35.638451,-172.0,0.0,200.0,11.5569973645,,,2018-07-04T01:54:29.435000Z,2018-07-04T01:54:29.225661Z,2018-07-04T01:54:31.676746Z,18.123466063800002,18.527847428599998,11.5319503044,14.8691245053,0.00014895528705362727,3.249601032589279,3.309670168205479
14,32.88375,35.579223,-174.0,0.0,200.0,1.52832452157,,,2018-07-04T01:54:27.785000Z,2018-07-04T01:54:27.714466Z,2018-07-04T01:54:28.893935Z,29.4859300227,12.981658622100001,5.1666933756,11.1337521478,1.2651389379705321e-05,2.0641087075893108,2.171515765488911
15,32.781325,35.539679,-127.0,0.0,200.0,10.4459688408,,,2018-07-04T01:54:28.640000Z,2018-07-04T01:54:28.617497Z,2018-07-04T01:54:30.441989Z,18.0944842073,9.294024763069999,9.838269775419999,12.6794248029,0.00020052314049310576,3.3482233579907583,3.3993641484853985
