,station,channel,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts
0,ZEFT,EN,32.968786,35.493747,803.0,0.0,200.0,13.3885923633,,,2018-07-04T19:51:28.020000Z,2018-07-04T19:51:27.790683Z,2018-07-04T19:51:30.647210Z
1,MNHM,EN,32.663572,35.552345,-132.0,0.0,200.0,22.901171346,,,2018-07-04T19:51:28.685000Z,2018-07-04T19:51:28.583139Z,2018-07-04T19:51:32.268981Z
2,RMOT,EN,32.851506,35.664467,12.0,0.0,200.0,8.70325701184,,,2018-07-04T19:51:26.515000Z,2018-07-04T19:51:26.500638Z,2018-07-04T19:51:28.619997Z
3,SPR,EN,32.864735,35.538822,-177.0,0.0,200.0,3.27666276976,,,2018-07-04T19:51:25.970000Z,2018-07-04T19:51:25.892475Z,2018-07-04T19:51:27.514245Z
4,MGDL,EN,32.840339,35.507188,-83.0,5.0,200.0,6.95983471585,,,2018-07-04T19:51:26.435000Z,2018-07-04T19:51:26.390063Z,2018-07-04T19:51:28.306701Z
5,SHGL,EN,32.685752,35.604253,-166.0,4.0,200.0,20.5497432422,,,2018-07-04T19:51:28.965000Z,2018-07-04T19:51:28.970152Z,2018-07-04T19:51:33.595884Z
6,GLHS,HH,32.713434,35.649608,356.0,5.0,200.0,18.675685831,,,2018-07-04T19:51:28.240000Z,2018-07-04T19:51:28.165074Z,2018-07-04T19:51:31.762051Z
7,GLHS,EN,32.713434,35.649608,356.0,2.0,200.0,18.675685831,,,2018-07-04T19:51:28.225000Z,2018-07-04T19:51:28.251413Z,2018-07-04T19:51:31.550242Z
8,HDNS,EN,32.927987,35.641179,0.0,0.0,200.0,9.12245039669,,,2018-07-04T19:51:27.040000Z,2018-07-04T19:51:26.998227Z,2018-07-04T19:51:29.578316Z
9,HULT,EN,33.050382,35.610995,117.0,0.0,200.0,20.495902506,,,2018-07-04T19:51:29.070000Z,2018-07-04T19:51:29.007011Z,2018-07-04T19:51:33.337875Z
10,AMID,EN,32.927027,35.539343,274.0,6.0,200.0,7.2253734518,,,2018-07-04T19:51:26.795000Z,2018-07-04T19:51:26.721789Z,2018-07-04T19:51:28.933294Z
11,RSPN,EN,32.970412,35.54634,376.0,0.0,200.0,11.5865230773,,,2018-07-04T19:51:27.470000Z,2018-07-04T19:51:27.532674Z,2018-07-04T19:51:30.315485Z
12,CVYN,EN,32.595407,35.518607,323.0,2.0,200.0,30.8264252493,,,2018-07-04T19:51:29.955000Z,2018-07-04T19:51:29.873184Z,2018-07-04T19:51:34.720066Z
13,ENGV,EN,32.781511,35.638451,-172.0,0.0,200.0,11.4389247254,,,2018-07-04T19:51:27.065000Z,2018-07-04T19:51:26.942939Z,2018-07-04T19:51:29.541458Z
14,KNHM,EN,32.88375,35.579223,-174.0,0.0,200.0,1.74909339694,,,2018-07-04T19:51:25.885000Z,2018-07-04T19:51:25.874045Z,2018-07-04T19:51:27.348382Z
15,TVR,EN,32.781325,35.539679,-127.0,0.0,200.0,10.2244245689,,,2018-07-04T19:51:26.625000Z,2018-07-04T19:51:26.574355Z,2018-07-04T19:51:28.749002Z
