,station,channel,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts
0,ZEFT,EN,32.968786,35.493747,803.0,0.0,200.0,14.6939115069,,,2018-07-06T05:38:58.835000Z,2018-07-06T05:38:58.009246Z,2018-07-06T05:38:59.980667Z
1,MNHM,EN,32.663572,35.552345,-132.0,0.0,200.0,21.2828161526,,,2018-07-06T05:39:00.320000Z,2018-07-06T05:38:59.288941Z,2018-07-06T05:39:03.024263Z
2,RMOT,EN,32.851506,35.664467,12.0,0.0,200.0,8.62085902359,,,2018-07-06T05:38:56.945000Z,2018-07-06T05:38:56.902484Z,2018-07-06T05:38:59.012250Z
3,SPR,EN,32.864735,35.538822,-177.0,0.0,200.0,3.33195896949,,,2018-07-06T05:38:55.935000Z,2018-07-06T05:38:55.830308Z,2018-07-06T05:38:57.282934Z
4,MGDL,EN,32.840339,35.507188,-83.0,5.0,200.0,6.27004169576,,,2018-07-06T05:38:56.540000Z,2018-07-06T05:38:56.522035Z,2018-07-06T05:38:58.493455Z
5,SHGL,EN,32.685752,35.604253,-166.0,4.0,200.0,18.9727463628,,,2018-07-06T05:39:00.620000Z,2018-07-06T05:38:59.461872Z,2018-07-06T05:39:03.612231Z
6,GLHS,HH,32.713434,35.649608,356.0,5.0,200.0,17.2469988726,,,2018-07-06T05:38:58.870000Z,2018-07-06T05:38:58.735559Z,2018-07-06T05:39:02.470882Z
7,GLHS,EN,32.713434,35.649608,356.0,2.0,200.0,17.2469988726,,,2018-07-06T05:38:58.860000Z,2018-07-06T05:38:58.804732Z,2018-07-06T05:39:02.367123Z
8,HDNS,EN,32.927987,35.641179,0.0,0.0,200.0,10.4251508494,,,2018-07-06T05:38:57.140000Z,2018-07-06T05:38:57.075416Z,2018-07-06T05:38:59.358113Z
9,HULT,EN,33.050382,35.610995,117.0,0.0,200.0,22.1077938933,,,,,
10,AMID,EN,32.927027,35.539343,274.0,6.0,200.0,8.65662001434,,,2018-07-06T05:38:56.820000Z,2018-07-06T05:38:56.764139Z,2018-07-06T05:38:58.459820Z
11,RSPN,EN,32.970412,35.54634,376.0,0.0,200.0,13.1419323174,,,2018-07-06T05:38:57.730000Z,2018-07-06T05:38:57.282934Z,2018-07-06T05:38:59.531045Z
12,CVYN,EN,32.595407,35.518607,323.0,2.0,200.0,29.2149476704,,,2018-07-06T05:39:01.165000Z,2018-07-06T05:39:00.464876Z,2018-07-06T05:39:05.721997Z
13,ENGV,EN,32.781511,35.638451,-172.0,0.0,200.0,10.1828414218,,,2018-07-06T05:38:57.890000Z,2018-07-06T05:38:57.525038Z,2018-07-06T05:39:00.015253Z
14,KNHM,EN,32.88375,35.579223,-174.0,0.0,200.0,3.34559204425,,,2018-07-06T05:38:55.720000Z,2018-07-06T05:38:55.657377Z,2018-07-06T05:38:56.729552Z
15,TVR,EN,32.781325,35.539679,-127.0,0.0,200.0,8.65982939088,,,2018-07-06T05:38:59.270000Z,2018-07-06T05:38:56.210758Z,2018-07-06T05:38:59.012250Z
