,station,channel,lat,lon,elevation,local_depth,sampling_rate,cat_tp,cat_ts,cat_distance,tp_sta_lta,tp,ts
0,ZEFT,EN,32.968786,35.493747,803.0,0.0,200.0,16.5500762541,,,2018-07-18T15:24:13.015000Z,2018-07-18T15:24:12.588383Z,2018-07-18T15:24:15.182358Z
1,MNHM,EN,32.663572,35.552345,-132.0,0.0,200.0,19.3049496631,,,2018-07-18T15:24:14.535000Z,2018-07-18T15:24:14.352286Z,2018-07-18T15:24:18.744749Z
2,RMOT,EN,32.851506,35.664467,12.0,0.0,200.0,8.59377517961,,,2018-07-18T15:24:11.925000Z,2018-07-18T15:24:11.896657Z,2018-07-18T15:24:13.937250Z
3,SPR,EN,32.864735,35.538822,-177.0,0.0,200.0,4.58801685674,,,2018-07-18T15:24:10.795000Z,2018-07-18T15:24:10.720722Z,2018-07-18T15:24:11.989718Z
4,MGDL,EN,32.840339,35.507188,-83.0,5.0,200.0,6.28680353589,,,2018-07-18T15:24:11.470000Z,2018-07-18T15:24:11.412449Z,2018-07-18T15:24:13.211888Z
5,SHGL,EN,32.685752,35.604253,-166.0,4.0,200.0,16.9620155813,,,2018-07-18T15:24:15.665000Z,2018-07-18T15:24:14.317700Z,2018-07-18T15:24:19.125199Z
6,GLHS,HH,32.713434,35.649608,356.0,5.0,200.0,15.3598680676,,,2018-07-18T15:24:14.095000Z,2018-07-18T15:24:13.971836Z,2018-07-18T15:24:17.741745Z
7,GLHS,EN,32.713434,35.649608,356.0,2.0,200.0,15.3598680676,,,2018-07-18T15:24:14.070000Z,2018-07-18T15:24:14.006423Z,2018-07-18T15:24:17.707159Z
8,HDNS,EN,32.927987,35.641179,0.0,0.0,200.0,11.9653636485,,,2018-07-18T15:24:09.530000Z,2018-07-18T15:24:12.000416Z,2018-07-18T15:24:13.764318Z
9,HULT,EN,33.050382,35.610995,117.0,0.0,200.0,24.0608271342,,,,2018-07-18T15:24:13.418455Z,2018-07-18T15:24:17.810918Z
10,AMID,EN,32.927027,35.539343,274.0,6.0,200.0,10.6138445668,,,2018-07-18T15:24:11.515000Z,2018-07-18T15:24:11.412449Z,2018-07-18T15:24:13.487628Z
11,RSPN,EN,32.970412,35.54634,376.0,0.0,200.0,15.150179945,,,2018-07-18T15:24:12.220000Z,2018-07-18T15:24:12.242520Z,2018-07-18T15:24:14.559804Z
12,CVYN,EN,32.595407,35.518607,323.0,2.0,200.0,27.2773072517,,,2018-07-18T15:24:16.035000Z,2018-07-18T15:24:15.633565Z,2018-07-18T15:24:20.911039Z
13,ENGV,EN,32.781511,35.638451,-172.0,0.0,200.0,8.53975177854,,,2018-07-18T15:24:12.930000Z,2018-07-18T15:24:12.761315Z,2018-07-18T15:24:15.562807Z
14,KNHM,EN,32.88375,35.579223,-174.0,0.0,200.0,5.3072140166,,,2018-07-18T15:24:10.465000Z,2018-07-18T15:24:10.478618Z,2018-07-18T15:24:11.204931Z
15,TVR,EN,32.781325,35.539679,-127.0,0.0,200.0,6.90664125118,,,2018-07-18T15:24:12.190000Z,2018-07-18T15:24:12.000416Z,2018-07-18T15:24:14.179354Z
16,ALMT,EN,32.707982,35.546817,64.0,0.0,200.0,14.4869726081,,,2018-07-18T15:24:13.645000Z,2018-07-18T15:24:13.383869Z,2018-07-18T15:24:16.842501Z
